781_126737_000000_000000	CHAPTER VIII	CHAPTER eight	true	20.625	21.82	20.044147
781_126737_000128_000001	She felt profoundly that things do not stand much looking into.	She felt profoundly that things do not stand much looking into.	true	3348.86	3353.26	13
781_126737_000128_000002	She made her force and her wisdom of that instinct. But the taciturnity of Mr Verloc had been lying heavily upon her for a good many days.	She made her force and her wisdom of that instinct. But the taciturnity of Mr Verloc had been lying heavily upon her for a good many days.	true	3353.27	3364.08	17
781_126737_000128_000003	It was, as a matter of fact, affecting her nerves. Recumbent and motionless, she said placidly:	It was, as a matter of fact, affecting her nerves. Recumbent and motionless, she said placidly:	true	3364.08	3371.77	15.953342
781_126737_000129_000000	"You'll catch cold walking about in your socks like this."	"You'll catch cold walking about in your socks like this."	true	3372.86	3376.42	19
781_126737_000130_000000	This speech, becoming the solicitude of the wife and the prudence of the woman, took Mr Verloc unawares.	This speech, becoming the solicitude of the wife and the prudence of the woman, took Mr Verloc unawares.	true	3377	3384.01	18
781_126737_000130_000001	He had left his boots downstairs, but he had forgotten to put on his slippers, and he had been turning about the bedroom on noiseless pads like a bear in a cage.	He had left his boots downstairs, but he had forgotten to put on his slippers, and he had been turning about the bedroom on noiseless pads like a bear in a cage.	true	3384.17	3394.54	18
781_126737_000130_000002	At the sound of his wife's voice he stopped and stared at her with a somnambulistic, expressionless gaze so long that Mrs Verloc moved her limbs slightly under the bed-clothes.	At the sound of his wife's voice he stopped and stared at her with a somnambulistic, expressionless gaze so long that Mrs Verloc moved her limbs slightly under the bed clothes.	false	3394.79	3408.34	18.233812
781_126737_000130_000003	But she did not move her black head sunk in the white pillow one hand under her cheek and the big, dark, unwinking eyes.	But she did not move her black head sunk in the white pillow one hand under her cheek and the big, dark, unwinking eyes.	true	3408.47	3417.16	18.29437
781_126737_000131_000000	Under her husband's expressionless stare, and remembering her mother's empty room across the landing, she felt an acute pang of loneliness.	Under her husband's expressionless stare, and remembering her mother's empty room across the landing, she felt an acute pang of loneliness.	true	3417.47	3426.82	15
781_126737_000131_000001	She had never been parted from her mother before.	She had never been parted from her mother before.	true	3427.01	3429.76	16
781_126737_000131_000002	They had stood by each other.	They had stood by each other.	true	3429.77	3431.47	20.854252
781_126737_000131_000003	She felt that they had, and she said to herself that now mother was gone--gone for good.	She felt that they had, and she said to herself that now mother was gone-gone for good.	true	3431.47	3437.65	19.208536
781_126737_000131_000004	Mrs Verloc had no illusions.	Mrs Verloc had no illusions.	true	3437.75	3440.2	16.079115
781_126737_000131_000005	Stevie remained, however.	Stevie remained, however.	true	3440.21	3442.09	16
781_126737_000131_000006	And she said:	And she said:	true	3442.09	3443.11	17
781_126737_000132_000000	"Mother's done what she wanted to do.	"Mother's done what she wanted to do.	true	3443.51	3445.72	18
781_126737_000132_000001	There's no sense in it that I can see.	There's no sense in it that I can see.	true	3445.76	3448.21	17.315754
781_126737_000132_000002	I'm sure she couldn't have thought you had enough of her.	I'm sure she couldn't have thought you had enough of her.	true	3448.4	3451.62	20.383553
781_126737_000132_000003	It's perfectly wicked, leaving us like that."	It's perfectly wicked, leaving us like that."	true	3451.62	3454.03	18.609224
781_126737_000133_000000	Mr Verloc was not a well-read person; his range of allusive phrases was limited, but there was a peculiar aptness in circumstances which made him think of rats leaving a doomed ship.	Mr Verloc was not a well read person; his range of allusive phrases was limited, but there was a peculiar aptness in circumstances which made him think of rats leaving a doomed ship.	true	3455.54	3469.27	17.834803
781_126737_000133_000001	He very nearly said so.	He very nearly said so.	true	3469.49	3471.34	16.070051
781_126737_000133_000002	He had grown suspicious and embittered.	He had grown suspicious and embittered.	true	3471.38	3474.28	17
781_126737_000133_000003	Could it be that the old woman had such an excellent nose?	Could it be that the old woman had such an excellent nose?	true	3474.62	3478.45	16.262909
781_126737_000133_000004	But the unreasonableness of such a suspicion was patent, and Mr Verloc held his tongue.	But the unreasonableness of such a suspicion was patent, and Mr Verloc held his tongue.	true	3478.73	3484.87	17.461624
781_126737_000133_000005	Not altogether, however.	Not altogether, however.	true	3485.39	3487.26	19.1654
781_126737_000133_000006	He muttered heavily:	He muttered heavily:	true	3487.26	3488.64	18.356726
781_126737_000134_000000	"Perhaps it's just as well."	"Perhaps it's just as well."	true	3488.64	3490.54	18
781_126737_000135_000000	He began to undress.	He began to undress.	true	3491.36	3492.91	17.296234
781_126737_000135_000001	Mrs Verloc kept very still, perfectly still, with her eyes fixed in a dreamy, quiet stare.	Mrs Verloc kept very still, perfectly still, with her eyes fixed in a dreamy, quiet stare.	true	3493.34	3500.68	19.968723
781_126737_000135_000002	And her heart for the fraction of a second seemed to stand still too.	And her heart for the fraction of a second seemed to stand still too.	true	3500.75	3505.51	15
781_126737_000135_000003	That night she was "not quite herself," as the saying is, and it was borne upon her with some force that a simple sentence may hold several diverse meanings--mostly disagreeable.	That night she was "not quite herself," as the saying is, and it was borne upon her with some force that a simple sentence may hold several diverse meanings-mostly disagreeable.	true	3506.18	3518.77	15
781_126737_000135_000004	How was it just as well?	How was it just as well?	true	3519.11	3520.71	16
781_126737_000135_000005	And why?	And why?	true	3520.71	3521.53	20
781_126737_000135_000006	But she did not allow herself to fall into the idleness of barren speculation.	But she did not allow herself to fall into the idleness of barren speculation.	true	3521.93	3526.87	14
781_126737_000135_000007	She was rather confirmed in her belief that things did not stand being looked into. Practical and subtle in her way, she brought Stevie to the front without loss of time, because in her the singleness of purpose had the unerring nature and the force of an instinct.	She was rather confirmed in her belief that things did not stand being looked into. Practical and subtle in her way, she brought Stevie to the front without loss of time, because in her the singleness of purpose had the unerring nature and the force of an instinct.	true	3526.94	3545.98	18.885067
781_126737_000136_000000	"What I am going to do to cheer up that boy for the first few days I'm sure I don't know.	"What I am going to do to cheer up that boy for the first few days I'm sure I don't know.	true	3546.95	3552.25	13
781_126737_000136_000001	He'll be worrying himself from morning till night before he gets used to mother being away.	He'll be worrying himself from morning till night before he gets used to mother being away.	true	3552.5	3558.55	16.91021
781_126737_000136_000002	And he's such a good boy.	And he's such a good boy.	true	3558.83	3560.41	17.048761
781_126737_000136_000003	I couldn't do without him."	I couldn't do without him."	true	3560.41	3562.09	19
781_126737_000137_000000	Mr Verloc went on divesting himself of his clothing with the unnoticing inward concentration of a man undressing in the solitude of a vast and hopeless desert.	Mr Verloc went on divesting himself of his clothing with the unnoticing inward concentration of a man undressing in the solitude of a vast and hopeless desert.	true	3562.91	3575.62	17
781_126737_000137_000001	For thus inhospitably did this fair earth, our common inheritance, present itself to the mental vision of Mr Verloc.	For thus inhospitably did this fair earth, our common inheritance, present itself to the mental vision of Mr Verloc.	false	3575.75	3585.19	19.424541
781_126737_000137_000002	All was so still without and within that the lonely ticking of the clock on the landing stole into the room as if for the sake of company.	All was so still without and within that the lonely ticking of the clock on the landing stole into the room as if for the sake of company.	true	3585.59	3595.45	18
781_126737_000138_000000	Mr Verloc, getting into bed on his own side, remained prone and mute behind Mrs Verloc's back.	Mr Verloc, getting into bed on his own side, remained prone and mute behind Mrs Verloc's back.	true	3596.63	3603.73	17
781_126737_000138_000001	His thick arms rested abandoned on the outside of the counterpane like dropped weapons, like discarded tools.	His thick arms rested abandoned on the outside of the counterpane like dropped weapons, like discarded tools.	true	3604.01	3612.34	19.82872
781_126737_000138_000002	At that moment he was within a hair's breadth of making a clean breast of it all to his wife.	At that moment he was within a hair's breadth of making a clean breast of it all to his wife.	true	3612.38	3618.88	18.112537
781_126737_000138_000003	The moment seemed propitious.	The moment seemed propitious.	true	3619.28	3621.46	18.616798
781_126737_000138_000004	Looking out of the corners of his eyes, he saw her ample shoulders draped in white, the back of her head, with the hair done for the night in three plaits tied up with black tapes at the ends.	Looking out of the corners of his eyes, he saw her ample shoulders draped in white, the back of her head, with the hair done for the night in three plaits tied up with black tapes at the ends.	true	3621.71	3634.45	18.020857
781_126737_000138_000005	And he forbore.	And he forbore.	true	3634.46	3635.89	18.330639
781_126737_000138_000006	Mr Verloc loved his wife as a wife should be loved--that is, maritally, with the regard one has for one's chief possession.	Mr Verloc loved his wife as a wife should be loved-that is, maritally, with the regard one has for one's chief possession.	true	3637.01	3645.16	18
781_126737_000138_000007	This head arranged for the night, those ample shoulders, had an aspect of familiar sacredness--the sacredness of domestic peace.	This head arranged for the night, those ample shoulders, had an aspect of familiar sacredness-the sacredness of domestic peace.	true	3645.86	3655.36	18.656933
781_126737_000138_000008	She moved not, massive and shapeless like a recumbent statue in the rough; he remembered her wide-open eyes looking into the empty room.	She moved not, massive and shapeless like a recumbent statue in the rough; he remembered her wide open eyes looking into the empty room.	true	3655.46	3665.74	16.943073
781_126737_000138_000009	She was mysterious, with the mysteriousness of living beings.	She was mysterious, with the mysteriousness of living beings.	true	3665.81	3670.3	19
781_126737_000138_000010	The far-famed secret agent [delta] of the late Baron Stott-Wartenheim's alarmist despatches was not the man to break into such mysteries.	The far famed secret agent [delta] of the late Baron Stott Wartenheim's alarmist despatches was not the man to break into such mysteries.	false	3670.67	3679.81	18
781_126737_000138_000011	He was easily intimidated.	He was easily intimidated.	true	3680.42	3682.48	17.069437
781_126737_000138_000012	And he was also indolent, with the indolence which is so often the secret of good nature.	And he was also indolent, with the indolence which is so often the secret of good nature.	true	3682.49	3688.45	17.894835
781_126737_000138_000013	He forbore touching that mystery out of love, timidity, and indolence.	He forbore touching that mystery out of love, timidity, and indolence.	true	3688.7	3693.61	18.67703
781_126737_000138_000014	There would be always time enough.	There would be always time enough.	true	3693.95	3696.05	19.138905
781_126737_000138_000015	For several minutes he bore his sufferings silently in the drowsy silence of the room.	For several minutes he bore his sufferings silently in the drowsy silence of the room.	true	3696.05	3701.74	14
781_126737_000138_000016	And then he disturbed it by a resolute declaration.	And then he disturbed it by a resolute declaration.	true	3701.99	3705.43	17
781_126737_000139_000000	"I am going on the Continent to-morrow."	"I am going on the Continent to morrow."	true	3705.86	3708.28	17.1764
781_126737_000140_000000	His wife might have fallen asleep already.	His wife might have fallen asleep already.	true	3708.68	3710.79	14
781_126737_000140_000001	He could not tell.	He could not tell.	true	3710.79	3712.03	15
781_126737_000140_000002	As a matter of fact, Mrs Verloc had heard him.	As a matter of fact, Mrs Verloc had heard him.	true	3712.19	3715.24	17
781_126737_000140_000003	Her eyes remained very wide open, and she lay very still, confirmed in her instinctive conviction that things don't bear looking into very much.	Her eyes remained very wide open, and she lay very still, confirmed in her instinctive conviction that things don't bear looking into very much.	true	3715.34	3726.04	17
781_126737_000140_000004	And yet it was nothing very unusual for Mr Verloc to take such a trip.	And yet it was nothing very unusual for Mr Verloc to take such a trip.	true	3726.44	3732.16	19.221567
781_126737_000140_000005	He renewed his stock from Paris and Brussels.	He renewed his stock from Paris and Brussels.	true	3732.41	3735.46	20.043102
781_126737_000140_000006	Often he went over to make his purchases personally.	Often he went over to make his purchases personally.	true	3735.53	3739.45	19.241045
781_126737_000140_000007	A little select connection of amateurs was forming around the shop in Brett Street, a secret connection eminently proper for any business undertaken by Mr Verloc, who, by a mystic accord of temperament and necessity, had been set apart to be a secret agent all his life.	A little select connection of amateurs was forming around the shop in Brett Street, a secret connection eminently proper for any business undertaken by Mr Verloc, who, by a mystic accord of temperament and necessity, had been set apart to be a secret agent all his life.	true	3739.55	3760.54	18.430162
781_126737_000141_000000	He waited for a while, then added: "I'll be away a week or perhaps a fortnight.	He waited for a while, then added: "I'll be away a week or perhaps a fortnight.	true	3760.88	3766.51	19.043003
781_126737_000141_000001	Get Mrs Neale to come for the day."	Get Mrs Neale to come for the day."	true	3766.7	3769	19.477358
781_126737_000142_000000	Mrs Neale was the charwoman of Brett Street.	Mrs Neale was the charwoman of Brett Street.	true	3769.67	3773.08	16.226084
781_126737_000142_000001	Victim of her marriage with a debauched joiner, she was oppressed by the needs of many infant children.	Victim of her marriage with a debauched joiner, she was oppressed by the needs of many infant children.	true	3773.24	3780.52	18
781_126737_000142_000002	Red-armed, and aproned in coarse sacking up to the arm-pits, she exhaled the anguish of the poor in a breath of soap-suds and rum, in the uproar of scrubbing, in the clatter of tin pails.	Red armed, and aproned in coarse sacking up to the arm pits, she exhaled the anguish of the poor in a breath of soap suds and rum, in the uproar of scrubbing, in the clatter of tin pails.	true	3780.8	3794.08	18.708817
781_126737_000143_000000	Mrs Verloc, full of deep purpose, spoke in the tone of the shallowest indifference.	Mrs Verloc, full of deep purpose, spoke in the tone of the shallowest indifference.	true	3794.84	3801.22	18.24172
781_126737_000144_000000	"There is no need to have the woman here all day.	"There is no need to have the woman here all day.	true	3801.68	3804.54	15
781_126737_000144_000001	I shall do very well with Stevie."	I shall do very well with Stevie."	true	3804.54	3806.59	17
781_126737_000145_000000	She let the lonely clock on the landing count off fifteen ticks into the abyss of eternity, and asked:	She let the lonely clock on the landing count off fifteen ticks into the abyss of eternity, and asked:	false	3807.44	3815.32	18.273056
781_126737_000146_000000	"Shall I put the light out?"	"Shall I put the light out?"	true	3815.57	3817.12	18.137274
781_126737_000147_000000	Mr Verloc snapped at his wife huskily.	Mr Verloc snapped at his wife huskily.	true	3817.67	3820.63	17
781_126737_000148_000000	"Put it out."	"Put it out."	true	3820.79	3821.73	18.158245
781_126737_000149_000000	CHAPTER IX	CHAPTER nine	false	3821.73	3822.06	-20
781_126737_000150_000000	Mr Verloc returning from the Continent at the end of ten days, brought back a mind evidently unrefreshed by the wonders of foreign travel and a countenance unlighted by the joys of home-coming.	Mr Verloc returning from the Continent at the end of ten days, brought back a mind evidently unrefreshed by the wonders of foreign travel and a countenance unlighted by the joys of home coming.	false	3822.06	3824.22	14.477516
781_126737_000150_000001	He entered in the clatter of the shop bell with an air of sombre and vexed exhaustion.	He entered in the clatter of the shop bell with an air of sombre and vexed exhaustion.	false	3824.22	3824.43	14
781_126737_000150_000002	His bag in hand, his head lowered, he strode straight behind the counter, and let himself fall into the chair, as though he had tramped all the way from Dover.	His bag in hand, his head lowered, he strode straight behind the counter, and let himself fall into the chair, as though he had tramped all the way from Dover.	false	3824.43	3824.85	15
781_126737_000150_000003	It was early morning.	It was early morning.	false	3824.85	3824.88	-4
781_126737_000150_000004	Stevie, dusting various objects displayed in the front windows, turned to gape at him with reverence and awe.	Stevie, dusting various objects displayed in the front windows, turned to gape at him with reverence and awe.	false	3824.88	3825.12	-20
